Aircraft (A/C) Serial Number,A/C Landing Date,A/C Landing Time,A/C departure Date,A/C departure Time,Turn Around Time,Work that needs to be carried out
101,01/09/2025,10:02,01/09/2025,16:50,06:48,"WP1, WP23"
102,01/09/2025,09:57,01/09/2025,11:33,01:36,WP16
103,01/09/2025,00:49,01/09/2025,11:25,10:36,"WP23, WP18, WP13, WP8, WP9"
104,01/09/2025,22:08,02/09/2025,01:56,03:48,"WP10, WP12, WP14, WP11"
105,01/09/2025,13:58,01/09/2025,19:22,05:24,"WP22, WP9, WP8"
106,01/09/2025,09:28,01/09/2025,10:52,01:24,"WP12, WP4"
107,01/09/2025,13:40,01/09/2025,21:28,07:48,"WP19, WP4"
108,01/09/2025,04:14,01/09/2025,08:50,04:36,"WP11, WP13, WP18, WP8, WP8"
109,01/09/2025,03:13,01/09/2025,04:49,01:36,WP15
110,01/09/2025,19:53,02/09/2025,07:53,12:00,"WP13, WP22, WP19"
111,01/09/2025,22:57,02/09/2025,10:21,11:24,"WP24, WP6, WP23"
112,01/09/2025,21:57,01/09/2025,23:33,01:36,WP17
113,01/09/2025,14:01,01/09/2025,15:13,01:12,WP9
114,01/09/2025,03:43,01/09/2025,12:43,09:00,"WP20, WP10, WP13, WP7"
115,01/09/2025,08:34,01/09/2025,09:10,00:36,WP4
116,01/09/2025,09:46,01/09/2025,22:34,12:48,"WP21, WP2, WP22, WP22"
117,01/09/2025,08:47,01/09/2025,10:35,01:48,"WP3, WP7"
118,01/09/2025,12:13,01/09/2025,13:01,00:48,WP2
119,01/09/2025,22:56,02/09/2025,00:08,01:12,WP14
120,01/09/2025,02:59,01/09/2025,08:59,06:00,"WP18, WP22, WP5"
