Aircraft (A/C) Serial Number,A/C Landing Date,A/C Landing Time,A/C departure Date,A/C departure Time,Turn Around Time,Work that needs to be carried out
101,27/02/2025,09:41,27/02/2025,20:41,11:00,"WP16, WP4, WP2, WP19, WP12"
102,27/02/2025,04:32,27/02/2025,06:20,01:48,"WP11, WP3"
103,27/02/2025,00:48,27/02/2025,01:24,00:36,WP7
104,27/02/2025,12:06,27/02/2025,13:18,01:12,WP10
105,27/02/2025,06:17,27/02/2025,11:53,05:36,"WP1, WP21"
106,27/02/2025,04:58,27/02/2025,09:10,04:12,"WP6, WP22"
107,27/02/2025,22:08,28/02/2025,07:20,09:12,"WP22, WP21, WP12"
108,27/02/2025,07:29,27/02/2025,08:41,01:12,"WP8, WP8"
109,27/02/2025,08:03,27/02/2025,09:39,01:36,WP18
110,27/02/2025,02:10,27/02/2025,04:22,02:12,"WP4, WP1, WP5"
111,27/02/2025,20:45,28/02/2025,04:33,07:48,"WP19, WP6"
112,27/02/2025,08:56,27/02/2025,16:08,07:12,"WP20, WP3"
113,27/02/2025,18:52,28/02/2025,05:40,10:48,"WP24, WP24, WP3"
114,27/02/2025,00:28,27/02/2025,05:16,04:48,"WP5, WP5, WP5, WP12, WP17"
115,27/02/2025,20:47,27/02/2025,22:11,01:24,"WP2, WP6"
116,27/02/2025,20:48,28/02/2025,01:36,04:48,WP21
117,27/02/2025,01:49,27/02/2025,03:01,01:12,WP13
118,27/02/2025,18:55,28/02/2025,09:55,15:00,"WP3, WP6, WP6, WP19, WP8, WP21"
119,27/02/2025,22:57,28/02/2025,08:21,09:24,"WP23, WP15, WP4, WP14"
120,27/02/2025,03:36,27/02/2025,13:24,09:48,"WP15, WP24, WP9, WP7, WP15"
