Aircraft (A/C) Serial Number,A/C Landing Date,A/C Landing Time,A/C departure Date,A/C departure Time,Turn Around Time,Work that needs to be carried out
101,22/04/2025,06:24,22/04/2025,17:48,11:24,"WP13, WP21, WP4, WP14, WP22"
102,22/04/2025,06:07,22/04/2025,15:43,09:36,"WP22, WP8, WP4, WP21"
103,22/04/2025,05:06,22/04/2025,05:42,00:36,WP4
104,22/04/2025,20:28,22/04/2025,21:04,00:36,WP6
105,22/04/2025,11:13,22/04/2025,12:01,00:48,WP5
106,22/04/2025,22:12,23/04/2025,03:00,04:48,WP24
107,22/04/2025,13:38,23/04/2025,04:26,14:48,"WP21, WP18, WP13, WP10, WP23"
108,22/04/2025,11:21,22/04/2025,14:45,03:24,"WP3, WP16, WP11"
109,22/04/2025,18:09,23/04/2025,01:21,07:12,WP19
110,22/04/2025,21:01,22/04/2025,22:37,01:36,WP15
111,22/04/2025,08:09,22/04/2025,15:45,07:36,"WP20, WP1, WP2"
112,22/04/2025,01:24,22/04/2025,02:00,00:36,WP7
113,22/04/2025,14:20,22/04/2025,20:20,06:00,WP23
114,22/04/2025,23:10,23/04/2025,07:58,08:48,"WP14, WP20, WP18"
115,22/04/2025,13:20,22/04/2025,14:56,01:36,WP18
116,22/04/2025,08:26,22/04/2025,10:02,01:36,WP17
117,22/04/2025,14:19,23/04/2025,00:31,10:12,"WP8, WP15, WP9, WP5, WP20"
118,22/04/2025,08:56,22/04/2025,09:44,00:48,WP12
119,22/04/2025,03:32,22/04/2025,05:32,02:00,"WP9, WP2"
120,22/04/2025,20:44,23/04/2025,09:56,13:12,"WP10, WP19, WP24"
