Aircraft (A/C) Serial Number,A/C Landing Date,A/C Landing Time,A/C departure Date,A/C departure Time,Turn Around Time,Work that needs to be carried out
101,03/06/2025,17:35,04/06/2025,00:23,06:48,"WP20, WP2"
102,03/06/2025,08:36,03/06/2025,22:12,13:36,"WP15, WP24, WP19"
103,03/06/2025,12:02,03/06/2025,16:50,04:48,"WP14, WP22"
104,03/06/2025,09:15,03/06/2025,17:15,08:00,"WP18, WP15, WP24"
105,03/06/2025,10:06,03/06/2025,23:18,13:12,"WP19, WP23"
106,03/06/2025,22:29,04/06/2025,00:41,02:12,"WP7, WP1, WP5"
107,03/06/2025,15:47,03/06/2025,16:59,01:12,WP9
108,03/06/2025,21:21,04/06/2025,01:09,03:48,"WP17, WP15, WP8"
109,03/06/2025,19:24,03/06/2025,20:00,00:36,WP11
110,03/06/2025,16:26,03/06/2025,18:38,02:12,"WP16, WP11"
111,03/06/2025,13:37,03/06/2025,17:37,04:00,"WP2, WP12, WP16, WP5"
112,03/06/2025,08:08,03/06/2025,13:08,05:00,"WP22, WP4, WP5"
113,03/06/2025,06:56,03/06/2025,09:20,02:24,"WP13, WP9"
114,03/06/2025,19:38,04/06/2025,00:26,04:48,WP21
115,03/06/2025,09:24,03/06/2025,21:24,12:00,"WP23, WP20"
116,03/06/2025,05:57,03/06/2025,07:45,01:48,"WP3, WP11"
117,03/06/2025,12:13,04/06/2025,00:25,12:12,"WP12, WP18, WP19, WP8, WP9, WP1"
118,03/06/2025,14:26,03/06/2025,15:02,00:36,WP8
119,03/06/2025,14:20,03/06/2025,18:08,03:48,"WP6, WP3, WP1, WP10"
120,03/06/2025,02:06,03/06/2025,02:42,00:36,WP4
