Aircraft (A/C) Serial Number,A/C Landing Date,A/C Landing Time,A/C departure Date,A/C departure Time,Turn Around Time,Work that needs to be carried out
101,27/03/2025,13:58,27/03/2025,14:46,00:48,WP2
102,27/03/2025,04:42,27/03/2025,05:18,00:36,WP8
103,27/03/2025,04:19,27/03/2025,05:31,01:12,WP13
104,27/03/2025,19:04,27/03/2025,19:40,00:36,WP4
105,27/03/2025,17:34,27/03/2025,19:10,01:36,WP18
106,27/03/2025,10:17,27/03/2025,10:53,00:36,WP7
107,27/03/2025,21:12,28/03/2025,01:12,04:00,"WP12, WP18, WP16"
108,27/03/2025,22:35,28/03/2025,09:23,10:48,"WP21, WP20"
109,27/03/2025,01:21,27/03/2025,10:57,09:36,"WP20, WP15, WP12, WP13"
110,27/03/2025,01:03,27/03/2025,01:39,00:36,WP6
111,27/03/2025,20:58,27/03/2025,21:46,00:48,WP1
112,27/03/2025,18:35,27/03/2025,21:11,02:36,"WP11, WP9, WP5"
113,27/03/2025,14:48,28/03/2025,02:12,11:24,"WP10, WP22, WP20, WP4"
114,27/03/2025,20:16,28/03/2025,02:16,06:00,"WP14, WP21"
115,27/03/2025,13:32,27/03/2025,21:08,07:36,"WP17, WP23"
116,27/03/2025,14:48,27/03/2025,19:36,04:48,"WP16, WP17, WP16"
117,27/03/2025,02:23,27/03/2025,03:59,01:36,WP15
118,27/03/2025,00:27,27/03/2025,13:39,13:12,"WP19, WP3, WP21"
119,27/03/2025,02:08,27/03/2025,03:20,01:12,WP9
120,27/03/2025,05:40,27/03/2025,19:28,13:48,"WP3, WP24, WP1, WP4, WP21, WP17"
