Aircraft (A/C) Serial Number,A/C Landing Date,A/C Landing Time,A/C departure Date,A/C departure Time,Turn Around Time,Work that needs to be carried out
101,05/01/2025,11:10,05/01/2025,19:22,08:12,"WP18, WP11, WP20"
102,05/01/2025,02:59,05/01/2025,04:35,01:36,WP17
103,05/01/2025,16:58,06/01/2025,06:58,14:00,"WP10, WP17, WP16, WP20, WP22"
104,05/01/2025,23:01,06/01/2025,03:49,04:48,WP24
105,05/01/2025,07:37,05/01/2025,13:13,05:36,"WP5, WP24"
106,05/01/2025,03:30,05/01/2025,07:42,04:12,"WP22, WP6"
107,05/01/2025,22:59,06/01/2025,04:23,05:24,"WP4, WP24"
108,05/01/2025,02:02,05/01/2025,09:02,07:00,"WP14, WP11, WP22, WP16"
109,05/01/2025,11:41,05/01/2025,16:29,04:48,WP21
110,05/01/2025,12:00,05/01/2025,18:00,06:00,WP20
111,05/01/2025,09:53,05/01/2025,12:17,02:24,"WP3, WP14"
112,05/01/2025,16:03,05/01/2025,16:51,00:48,WP12
113,05/01/2025,21:53,05/01/2025,23:29,01:36,WP16
114,05/01/2025,22:42,06/01/2025,08:06,09:24,"WP19, WP18, WP7"
115,05/01/2025,00:59,05/01/2025,02:59,02:00,"WP6, WP1, WP4"
116,05/01/2025,00:29,05/01/2025,13:41,13:12,"WP23, WP9, WP21, WP11, WP8"
117,05/01/2025,15:07,05/01/2025,16:19,01:12,WP13
118,05/01/2025,04:07,05/01/2025,05:43,01:36,"WP1, WP5"
119,05/01/2025,10:09,05/01/2025,17:21,07:12,"WP2, WP16, WP24"
120,05/01/2025,05:41,05/01/2025,07:53,02:12,"WP7, WP15"
