Aircraft (A/C) Serial Number,A/C Landing Date,A/C Landing Time,A/C departure Date,A/C departure Time,Turn Around Time,Work that needs to be carried out
101,28/01/2025,04:24,28/01/2025,14:00,09:36,"WP23, WP22"
102,28/01/2025,14:45,29/01/2025,05:33,14:48,"WP13, WP15, WP21, WP20, WP7, WP6"
103,28/01/2025,04:48,28/01/2025,17:00,12:12,"WP14, WP17, WP18, WP6, WP19"
104,28/01/2025,22:04,29/01/2025,10:04,12:00,"WP20, WP20"
105,28/01/2025,04:25,28/01/2025,05:01,00:36,WP4
106,28/01/2025,01:49,28/01/2025,07:25,05:36,"WP6, WP22, WP6, WP12"
107,28/01/2025,18:07,28/01/2025,20:31,02:24,"WP10, WP13"
108,28/01/2025,14:27,28/01/2025,15:39,01:12,WP9
109,28/01/2025,17:01,28/01/2025,21:49,04:48,WP24
110,28/01/2025,23:56,29/01/2025,00:44,00:48,WP5
111,28/01/2025,19:47,28/01/2025,23:23,03:36,WP22
112,28/01/2025,00:41,28/01/2025,02:53,02:12,"WP17, WP11"
113,28/01/2025,21:20,28/01/2025,21:56,00:36,WP7
114,28/01/2025,17:29,28/01/2025,18:05,00:36,WP8
115,28/01/2025,12:09,29/01/2025,01:21,13:12,"WP19, WP23"
116,28/01/2025,14:37,28/01/2025,15:49,01:12,WP3
117,28/01/2025,18:46,28/01/2025,21:34,02:48,"WP18, WP14"
118,28/01/2025,15:41,28/01/2025,16:29,00:48,WP2
119,28/01/2025,20:37,29/01/2025,03:01,06:24,"WP21, WP18"
120,28/01/2025,11:42,28/01/2025,23:06,11:24,"WP1, WP16, WP8, WP19, WP9"
