Aircraft (A/C) Serial Number,A/C Landing Date,A/C Landing Time,A/C departure Date,A/C departure Time,Turn Around Time,Work that needs to be carried out
101,15/05/2025,14:56,16/05/2025,00:08,09:12,"WP5, WP10, WP19"
102,15/05/2025,07:02,15/05/2025,08:38,01:36,"WP1, WP2"
103,15/05/2025,01:23,15/05/2025,02:35,01:12,WP10
104,15/05/2025,06:41,15/05/2025,14:41,08:00,"WP23, WP6, WP12, WP7"
105,15/05/2025,03:11,15/05/2025,03:47,00:36,WP8
106,15/05/2025,17:36,15/05/2025,20:36,03:00,"WP7, WP3, WP3"
107,15/05/2025,18:59,15/05/2025,19:47,00:48,WP2
108,15/05/2025,02:31,15/05/2025,03:07,00:36,WP11
109,15/05/2025,22:21,16/05/2025,03:09,04:48,WP21
110,15/05/2025,11:11,15/05/2025,11:47,00:36,WP4
111,15/05/2025,02:20,15/05/2025,08:20,06:00,WP20
112,15/05/2025,12:29,15/05/2025,13:41,01:12,WP14
113,15/05/2025,03:30,15/05/2025,09:30,06:00,"WP13, WP21"
114,15/05/2025,19:08,16/05/2025,14:56,19:48,"WP24, WP3, WP2, WP7, WP6, WP19, WP16, WP2, WP4, WP15"
115,15/05/2025,07:07,15/05/2025,20:55,13:48,"WP22, WP18, WP6, WP16, WP15, WP24"
116,15/05/2025,19:40,16/05/2025,04:04,08:24,"WP18, WP5, WP23"
117,15/05/2025,07:36,15/05/2025,08:12,00:36,WP6
118,15/05/2025,02:35,15/05/2025,09:47,07:12,WP19
119,15/05/2025,19:29,15/05/2025,20:41,01:12,WP9
120,15/05/2025,08:01,15/05/2025,11:25,03:24,"WP17, WP14, WP4"
