Aircraft (A/C) Serial Number,A/C Landing Date,A/C Landing Time,A/C departure Date,A/C departure Time,Turn Around Time,Work that needs to be carried out
101,23/03/2025,20:44,24/03/2025,11:08,14:24,"WP3, WP20, WP19"
102,23/03/2025,09:43,23/03/2025,16:19,06:36,"WP11, WP20"
103,23/03/2025,02:12,23/03/2025,03:24,01:12,"WP8, WP7"
104,23/03/2025,05:44,23/03/2025,10:32,04:48,WP21
105,23/03/2025,05:07,23/03/2025,10:55,05:48,"WP5, WP2, WP18, WP2, WP14, WP11"
106,23/03/2025,07:09,23/03/2025,17:33,10:24,"WP10, WP11, WP2, WP18, WP6, WP9, WP12, WP22"
107,23/03/2025,09:51,23/03/2025,11:27,01:36,WP16
108,23/03/2025,15:07,23/03/2025,17:19,02:12,"WP18, WP8"
109,23/03/2025,22:31,24/03/2025,00:31,02:00,"WP1, WP9"
110,23/03/2025,16:47,23/03/2025,20:23,03:36,WP22
111,23/03/2025,07:23,23/03/2025,09:35,02:12,"WP6, WP17"
112,23/03/2025,16:34,23/03/2025,17:46,01:12,WP13
113,23/03/2025,17:11,24/03/2025,01:35,08:24,"WP4, WP7, WP3, WP23"
114,23/03/2025,17:16,23/03/2025,17:52,00:36,WP7
115,23/03/2025,10:52,23/03/2025,11:40,00:48,WP12
116,23/03/2025,05:33,23/03/2025,13:21,07:48,"WP23, WP3, WP4"
117,23/03/2025,05:06,23/03/2025,12:18,07:12,WP19
118,23/03/2025,17:24,23/03/2025,18:12,00:48,WP2
119,23/03/2025,00:32,23/03/2025,03:32,03:00,"WP15, WP1, WP8"
120,23/03/2025,18:52,24/03/2025,16:28,21:36,"WP24, WP19, WP9, WP16, WP7, WP1, WP6, WP10, WP22"
