Aircraft (A/C) Serial Number,A/C Landing Date,A/C Landing Time,A/C departure Date,A/C departure Time,Turn Around Time,Work that needs to be carried out
101,10/01/2025,13:20,10/01/2025,20:56,07:36,"WP21, WP16, WP3"
102,10/01/2025,02:03,10/01/2025,20:51,18:48,"WP20, WP14, WP22, WP19, WP2"
103,10/01/2025,22:36,11/01/2025,13:12,14:36,"WP12, WP20, WP13, WP13, WP18, WP8, WP16, WP16"
104,10/01/2025,21:39,10/01/2025,23:15,01:36,WP15
105,10/01/2025,21:57,10/01/2025,22:45,00:48,WP1
106,10/01/2025,07:28,10/01/2025,08:40,01:12,WP9
107,10/01/2025,11:46,10/01/2025,13:58,02:12,"WP17, WP4"
108,10/01/2025,09:03,10/01/2025,09:51,00:48,WP5
109,10/01/2025,18:46,10/01/2025,19:22,00:36,WP11
110,10/01/2025,05:15,10/01/2025,22:27,17:12,"WP14, WP17, WP19, WP19"
111,10/01/2025,14:05,10/01/2025,20:05,06:00,WP23
112,10/01/2025,11:59,10/01/2025,15:11,03:12,"WP13, WP2, WP7, WP8"
113,10/01/2025,15:07,10/01/2025,20:31,05:24,"WP8, WP24"
114,10/01/2025,11:26,10/01/2025,12:38,01:12,WP10
115,10/01/2025,23:08,10/01/2025,23:44,00:36,WP6
116,10/01/2025,18:44,11/01/2025,01:56,07:12,WP19
117,10/01/2025,06:15,10/01/2025,08:39,02:24,"WP3, WP10"
118,10/01/2025,04:57,10/01/2025,05:45,00:48,WP2
119,10/01/2025,18:01,10/01/2025,22:49,04:48,WP24
120,10/01/2025,02:45,10/01/2025,14:57,12:12,"WP7, WP24, WP23, WP12"
