Aircraft (A/C) Serial Number,A/C Landing Date,A/C Landing Time,A/C departure Date,A/C departure Time,Turn Around Time,Work that needs to be carried out
101,17/10/2025,21:32,18/10/2025,06:20,08:48,"WP17, WP19"
102,17/10/2025,09:46,17/10/2025,11:34,01:48,"WP14, WP8"
103,17/10/2025,12:58,17/10/2025,21:22,08:24,"WP3, WP10, WP20"
104,17/10/2025,07:25,17/10/2025,08:37,01:12,WP13
105,17/10/2025,05:56,17/10/2025,11:56,06:00,"WP9, WP21"
106,17/10/2025,12:27,17/10/2025,18:27,06:00,WP23
107,17/10/2025,04:33,17/10/2025,05:09,00:36,WP7
108,17/10/2025,22:19,18/10/2025,07:55,09:36,"WP19, WP9, WP3"
109,17/10/2025,03:49,17/10/2025,06:37,02:48,"WP10, WP15"
110,17/10/2025,09:48,18/10/2025,01:48,16:00,"WP22, WP20, WP21, WP15"
111,17/10/2025,11:25,17/10/2025,18:01,06:36,"WP11, WP23"
112,17/10/2025,20:05,18/10/2025,04:53,08:48,"WP24, WP10, WP3, WP18"
113,17/10/2025,05:08,17/10/2025,05:44,00:36,WP4
114,17/10/2025,04:50,17/10/2025,06:26,01:36,WP16
115,17/10/2025,21:48,17/10/2025,22:24,00:36,WP6
116,17/10/2025,06:44,17/10/2025,09:08,02:24,"WP8, WP6, WP14"
117,17/10/2025,08:45,17/10/2025,13:09,04:24,"WP1, WP3, WP16, WP5"
118,17/10/2025,11:36,17/10/2025,22:00,10:24,"WP2, WP21, WP24"
119,17/10/2025,16:41,17/10/2025,22:17,05:36,"WP21, WP12"
120,17/10/2025,07:04,17/10/2025,07:52,00:48,WP5
