Aircraft (A/C) Serial Number,A/C Landing Date,A/C Landing Time,A/C departure Date,A/C departure Time,Turn Around Time,Work that needs to be carried out
101,03/04/2025,05:52,03/04/2025,07:16,01:24,"WP1, WP6"
102,03/04/2025,16:08,03/04/2025,17:44,01:36,WP18
103,03/04/2025,17:09,04/04/2025,09:57,16:48,"WP16, WP12, WP19, WP19"
104,03/04/2025,12:57,03/04/2025,13:45,00:48,WP5
105,03/04/2025,07:11,03/04/2025,16:47,09:36,"WP20, WP22"
106,03/04/2025,00:38,03/04/2025,02:26,01:48,"WP4, WP14"
107,03/04/2025,21:02,04/04/2025,11:50,14:48,"WP23, WP19, WP18"
108,03/04/2025,00:44,03/04/2025,02:20,01:36,WP17
109,03/04/2025,10:11,03/04/2025,22:11,12:00,"WP10, WP22, WP19"
110,03/04/2025,21:43,04/04/2025,00:07,02:24,"WP13, WP14"
111,03/04/2025,13:22,03/04/2025,19:58,06:36,"WP6, WP20"
112,03/04/2025,15:39,03/04/2025,17:51,02:12,"WP11, WP17"
113,03/04/2025,14:57,03/04/2025,16:21,01:24,"WP8, WP5"
114,03/04/2025,03:45,03/04/2025,05:21,01:36,WP15
115,03/04/2025,00:00,03/04/2025,07:36,07:36,"WP2, WP2, WP20"
116,03/04/2025,10:54,03/04/2025,12:06,01:12,WP14
117,03/04/2025,01:24,03/04/2025,06:12,04:48,WP21
118,03/04/2025,06:09,03/04/2025,12:09,06:00,"WP24, WP3"
119,03/04/2025,01:58,03/04/2025,03:46,01:48,"WP7, WP14"
120,03/04/2025,06:32,03/04/2025,07:44,01:12,WP9
