Aircraft (A/C) Serial Number,A/C Landing Date,A/C Landing Time,A/C departure Date,A/C departure Time,Turn Around Time,Work that needs to be carried out
101,26/05/2025,04:55,26/05/2025,05:43,00:48,WP1
102,26/05/2025,00:07,26/05/2025,07:43,07:36,"WP20, WP18"
103,26/05/2025,07:36,26/05/2025,15:12,07:36,"WP21, WP16, WP11, WP11"
104,26/05/2025,11:46,26/05/2025,17:46,06:00,WP23
105,26/05/2025,19:29,26/05/2025,23:05,03:36,"WP13, WP3, WP14"
106,26/05/2025,14:25,26/05/2025,15:01,00:36,WP8
107,26/05/2025,22:40,27/05/2025,07:28,08:48,"WP6, WP20, WP4, WP17"
108,26/05/2025,17:57,26/05/2025,19:33,01:36,WP15
109,26/05/2025,17:33,27/05/2025,13:45,20:12,"WP11, WP5, WP18, WP16, WP11, WP6, WP20, WP13, WP19"
110,26/05/2025,14:23,26/05/2025,15:11,00:48,WP2
111,26/05/2025,04:46,26/05/2025,10:46,06:00,"WP24, WP8, WP4"
112,26/05/2025,19:34,27/05/2025,02:10,06:36,"WP4, WP23"
113,26/05/2025,18:39,26/05/2025,20:39,02:00,"WP3, WP12"
114,26/05/2025,05:40,26/05/2025,06:52,01:12,WP9
115,26/05/2025,05:30,26/05/2025,08:18,02:48,"WP18, WP14"
116,26/05/2025,08:25,26/05/2025,10:49,02:24,"WP12, WP17"
117,26/05/2025,10:47,26/05/2025,14:23,03:36,WP22
118,26/05/2025,20:21,27/05/2025,06:33,10:12,"WP17, WP23, WP10, WP12, WP7"
119,26/05/2025,18:25,26/05/2025,20:37,02:12,"WP16, WP7"
120,26/05/2025,09:25,26/05/2025,17:13,07:48,"WP7, WP19"
