Aircraft (A/C) Serial Number,A/C Landing Date,A/C Landing Time,A/C departure Date,A/C departure Time,Turn Around Time,Work that needs to be carried out
101,14/03/2025,01:11,14/03/2025,06:47,05:36,"WP21, WP2"
102,14/03/2025,07:13,14/03/2025,07:49,00:36,WP4
103,14/03/2025,12:41,14/03/2025,13:53,01:12,WP9
104,14/03/2025,22:10,14/03/2025,22:58,00:48,WP5
105,14/03/2025,21:46,15/03/2025,01:22,03:36,WP22
106,14/03/2025,16:10,14/03/2025,18:10,02:00,"WP12, WP3"
107,14/03/2025,06:18,14/03/2025,18:18,12:00,"WP23, WP8, WP21, WP11"
108,14/03/2025,13:08,15/03/2025,00:32,11:24,"WP8, WP24, WP23"
109,14/03/2025,23:38,15/03/2025,00:50,01:12,WP10
110,14/03/2025,11:56,14/03/2025,22:08,10:12,"WP11, WP22, WP23"
111,14/03/2025,00:51,14/03/2025,06:03,05:12,"WP16, WP22"
112,14/03/2025,02:16,14/03/2025,03:28,01:12,WP13
113,14/03/2025,17:06,14/03/2025,20:42,03:36,"WP18, WP7, WP2, WP6"
114,14/03/2025,23:35,15/03/2025,06:47,07:12,"WP20, WP14"
115,14/03/2025,16:27,15/03/2025,01:03,08:36,"WP19, WP5, WP4"
116,14/03/2025,02:52,14/03/2025,04:28,01:36,WP15
117,14/03/2025,19:49,14/03/2025,20:25,00:36,WP7
118,14/03/2025,01:59,14/03/2025,10:35,08:36,"WP6, WP23, WP13, WP1"
119,14/03/2025,15:39,15/03/2025,05:15,13:36,"WP14, WP17, WP21, WP23"
120,14/03/2025,07:52,14/03/2025,12:40,04:48,WP24
