Aircraft (A/C) Serial Number,A/C Landing Date,A/C Landing Time,A/C departure Date,A/C departure Time,Turn Around Time,Work that needs to be carried out
101,15/07/2025,22:14,16/07/2025,04:14,06:00,WP20
102,15/07/2025,19:24,16/07/2025,02:48,07:24,"WP11, WP17, WP12, WP10, WP1, WP13, WP9"
103,15/07/2025,13:05,15/07/2025,14:41,01:36,WP16
104,15/07/2025,15:17,15/07/2025,19:41,04:24,"WP5, WP10, WP5, WP16"
105,15/07/2025,20:07,15/07/2025,20:43,00:36,WP7
106,15/07/2025,02:20,15/07/2025,09:08,06:48,"WP1, WP24, WP13"
107,15/07/2025,01:26,15/07/2025,23:02,21:36,"WP19, WP9, WP24, WP13, WP23, WP3"
108,15/07/2025,12:29,15/07/2025,13:41,01:12,WP9
109,15/07/2025,16:55,15/07/2025,17:31,00:36,WP8
110,15/07/2025,07:37,15/07/2025,12:25,04:48,WP24
111,15/07/2025,15:21,15/07/2025,16:33,01:12,WP10
112,15/07/2025,21:22,16/07/2025,04:58,07:36,"WP23, WP16"
113,15/07/2025,11:24,15/07/2025,19:00,07:36,"WP15, WP23"
114,15/07/2025,00:25,15/07/2025,12:25,12:00,"WP21, WP19"
115,15/07/2025,16:34,15/07/2025,20:46,04:12,"WP4, WP22"
116,15/07/2025,07:54,15/07/2025,09:30,01:36,WP18
117,15/07/2025,03:06,15/07/2025,05:06,02:00,"WP14, WP1"
118,15/07/2025,19:34,15/07/2025,21:10,01:36,WP17
119,15/07/2025,22:59,16/07/2025,02:35,03:36,WP22
120,15/07/2025,00:16,15/07/2025,01:40,01:24,"WP2, WP6"
