Aircraft (A/C) Serial Number,A/C Landing Date,A/C Landing Time,A/C departure Date,A/C departure Time,Turn Around Time,Work that needs to be carried out
101,23/08/2025,09:08,23/08/2025,09:56,00:48,WP5
102,23/08/2025,23:10,24/08/2025,00:22,01:12,WP9
103,23/08/2025,00:32,23/08/2025,03:20,02:48,"WP10, WP18"
104,23/08/2025,07:57,23/08/2025,09:33,01:36,WP17
105,23/08/2025,21:20,24/08/2025,06:56,09:36,"WP16, WP9, WP5, WP20"
106,23/08/2025,05:44,23/08/2025,11:08,05:24,"WP6, WP21"
107,23/08/2025,06:29,23/08/2025,07:53,01:24,"WP8, WP5"
108,23/08/2025,05:19,23/08/2025,08:43,03:24,"WP18, WP7, WP14"
109,23/08/2025,01:04,23/08/2025,05:52,04:48,WP24
110,23/08/2025,14:54,23/08/2025,23:18,08:24,"WP21, WP22"
111,23/08/2025,09:09,23/08/2025,09:45,00:36,WP7
112,23/08/2025,04:22,23/08/2025,08:58,04:36,"WP4, WP13, WP5, WP3, WP1"
113,23/08/2025,22:57,24/08/2025,01:45,02:48,"WP3, WP17"
114,23/08/2025,05:41,23/08/2025,11:41,06:00,WP20
115,23/08/2025,01:45,23/08/2025,16:21,14:36,"WP1, WP19, WP8, WP20"
116,23/08/2025,03:21,23/08/2025,04:09,00:48,WP2
117,23/08/2025,17:45,24/08/2025,08:21,14:36,"WP12, WP11, WP7, WP19, WP11, WP24"
118,23/08/2025,20:20,24/08/2025,06:44,10:24,"WP19, WP15, WP5, WP5"
119,23/08/2025,16:03,23/08/2025,20:27,04:24,"WP15, WP15, WP10"
120,23/08/2025,11:24,23/08/2025,18:12,06:48,"WP23, WP1"
