Aircraft (A/C) Serial Number,A/C Landing Date,A/C Landing Time,A/C departure Date,A/C departure Time,Turn Around Time,Work that needs to be carried out
101,22/09/2025,23:55,23/09/2025,13:07,13:12,"WP20, WP24, WP18, WP1"
102,22/09/2025,09:47,22/09/2025,21:11,11:24,"WP9, WP19, WP14, WP7, WP10"
103,22/09/2025,03:11,22/09/2025,03:47,00:36,WP6
104,22/09/2025,20:37,23/09/2025,00:49,04:12,"WP22, WP6"
105,22/09/2025,18:34,23/09/2025,00:34,06:00,"WP14, WP24"
106,22/09/2025,14:22,22/09/2025,16:46,02:24,"WP18, WP12"
107,22/09/2025,14:45,22/09/2025,15:21,00:36,WP7
108,22/09/2025,08:33,22/09/2025,23:21,14:48,"WP10, WP16, WP21, WP19"
109,22/09/2025,07:34,22/09/2025,10:46,03:12,"WP5, WP2, WP18"
110,22/09/2025,15:54,22/09/2025,16:30,00:36,WP11
111,22/09/2025,10:30,22/09/2025,12:06,01:36,WP15
112,22/09/2025,21:36,23/09/2025,04:48,07:12,WP19
113,22/09/2025,05:53,22/09/2025,13:29,07:36,"WP23, WP15"
114,22/09/2025,02:26,22/09/2025,05:14,02:48,"WP16, WP14"
115,22/09/2025,08:27,22/09/2025,09:39,01:12,WP13
116,22/09/2025,12:29,22/09/2025,13:05,00:36,WP4
117,22/09/2025,20:39,22/09/2025,21:27,00:48,WP1
118,22/09/2025,07:49,22/09/2025,12:49,05:00,"WP3, WP16, WP18, WP6"
119,22/09/2025,01:59,22/09/2025,02:35,00:36,WP8
120,22/09/2025,04:00,22/09/2025,10:48,06:48,"WP17, WP2, WP22, WP12"
