Aircraft (A/C) Serial Number,A/C Landing Date,A/C Landing Time,A/C departure Date,A/C departure Time,Turn Around Time,Work that needs to be carried out
101,09/07/2025,10:44,09/07/2025,11:32,00:48,WP1
102,09/07/2025,15:52,10/07/2025,06:16,14:24,"WP23, WP23, WP12, WP17"
103,09/07/2025,02:00,09/07/2025,11:36,09:36,"WP7, WP14, WP4, WP19"
104,09/07/2025,07:16,09/07/2025,08:52,01:36,WP18
105,09/07/2025,20:39,10/07/2025,03:39,07:00,"WP17, WP24, WP7"
106,09/07/2025,09:34,09/07/2025,21:10,11:36,"WP20, WP3, WP22, WP12"
107,09/07/2025,05:40,09/07/2025,07:52,02:12,"WP8, WP18"
108,09/07/2025,14:19,09/07/2025,19:07,04:48,WP24
109,09/07/2025,04:09,09/07/2025,04:57,00:48,WP5
110,09/07/2025,03:26,09/07/2025,13:38,10:12,"WP10, WP19, WP3, WP11"
111,09/07/2025,14:51,09/07/2025,19:39,04:48,WP21
112,09/07/2025,23:09,10/07/2025,08:57,09:48,"WP11, WP13, WP8, WP2, WP6, WP20"
113,09/07/2025,15:07,09/07/2025,16:55,01:48,"WP9, WP8"
114,09/07/2025,11:35,09/07/2025,18:47,07:12,"WP2, WP15, WP24"
115,09/07/2025,04:30,09/07/2025,08:06,03:36,WP22
116,09/07/2025,01:14,09/07/2025,02:50,01:36,WP15
117,09/07/2025,00:41,09/07/2025,02:17,01:36,WP16
118,09/07/2025,20:25,09/07/2025,21:37,01:12,WP13
119,09/07/2025,16:57,09/07/2025,18:09,01:12,WP3
120,09/07/2025,14:46,09/07/2025,15:22,00:36,WP6
