Aircraft (A/C) Serial Number,A/C Landing Date,A/C Landing Time,A/C departure Date,A/C departure Time,Turn Around Time,Work that needs to be carried out
101,19/12/2025,11:27,19/12/2025,23:27,12:00,"WP21, WP19"
102,19/12/2025,18:45,19/12/2025,20:09,01:24,"WP6, WP1"
103,19/12/2025,19:18,19/12/2025,20:30,01:12,WP9
104,19/12/2025,02:48,19/12/2025,04:24,01:36,"WP5, WP2"
105,19/12/2025,10:50,19/12/2025,13:14,02:24,"WP2, WP18"
106,19/12/2025,05:08,19/12/2025,06:44,01:36,WP15
107,19/12/2025,18:50,20/12/2025,02:02,07:12,"WP11, WP14, WP8, WP24"
108,19/12/2025,08:07,19/12/2025,08:43,00:36,WP7
109,19/12/2025,16:37,19/12/2025,20:37,04:00,"WP1, WP17, WP18"
110,19/12/2025,12:15,19/12/2025,18:15,06:00,WP23
111,19/12/2025,22:18,20/12/2025,08:54,10:36,"WP24, WP14, WP3, WP16, WP10, WP7"
112,19/12/2025,08:10,19/12/2025,12:34,04:24,"WP12, WP22"
113,19/12/2025,21:33,19/12/2025,23:21,01:48,"WP4, WP13"
114,19/12/2025,15:58,19/12/2025,17:10,01:12,WP10
115,19/12/2025,00:45,19/12/2025,01:57,01:12,WP3
116,19/12/2025,00:04,19/12/2025,06:40,06:36,"WP14, WP21, WP7"
117,19/12/2025,15:17,20/12/2025,02:05,10:48,"WP20, WP24"
118,19/12/2025,19:42,20/12/2025,02:54,07:12,"WP8, WP23, WP4"
119,19/12/2025,00:10,19/12/2025,04:58,04:48,"WP16, WP17, WP17"
120,19/12/2025,22:50,20/12/2025,01:50,03:00,"WP17, WP1, WP8"
