Aircraft (A/C) Serial Number,A/C Landing Date,A/C Landing Time,A/C departure Date,A/C departure Time,Turn Around Time,Work that needs to be carried out
101,18/07/2025,21:19,19/07/2025,03:19,06:00,"WP21, WP14"
102,18/07/2025,02:08,18/07/2025,03:44,01:36,WP18
103,18/07/2025,04:34,18/07/2025,07:34,03:00,"WP3, WP6, WP10"
104,18/07/2025,23:03,19/07/2025,12:15,13:12,"WP23, WP19"
105,18/07/2025,21:58,18/07/2025,23:10,01:12,WP13
106,18/07/2025,11:56,18/07/2025,21:44,09:48,"WP16, WP14, WP4, WP21, WP18"
107,18/07/2025,20:51,18/07/2025,22:03,01:12,"WP7, WP8"
108,18/07/2025,20:09,19/07/2025,04:33,08:24,"WP19, WP10"
109,18/07/2025,21:50,19/07/2025,00:50,03:00,"WP6, WP10, WP14"
110,18/07/2025,11:03,18/07/2025,21:51,10:48,"WP10, WP15, WP12, WP19"
111,18/07/2025,23:11,18/07/2025,23:59,00:48,WP12
112,18/07/2025,21:14,19/07/2025,05:38,08:24,"WP20, WP10, WP9"
113,18/07/2025,15:11,18/07/2025,20:11,05:00,"WP22, WP2, WP11"
114,18/07/2025,20:53,18/07/2025,22:29,01:36,WP17
115,18/07/2025,09:47,18/07/2025,10:59,01:12,WP9
116,18/07/2025,05:25,18/07/2025,10:13,04:48,WP24
117,18/07/2025,08:20,18/07/2025,20:20,12:00,"WP11, WP24, WP11, WP20"
118,18/07/2025,05:31,18/07/2025,07:07,01:36,"WP1, WP12"
119,18/07/2025,03:18,18/07/2025,03:54,00:36,WP8
120,18/07/2025,18:28,19/07/2025,03:40,09:12,"WP5, WP19, WP14"
