Aircraft (A/C) Serial Number,A/C Landing Date,A/C Landing Time,A/C departure Date,A/C departure Time,Turn Around Time,Work that needs to be carried out
101,05/12/2025,14:41,05/12/2025,22:05,07:24,"WP6, WP3, WP16, WP8, WP5, WP5, WP7, WP14"
102,05/12/2025,21:24,06/12/2025,05:24,08:00,"WP19, WP5"
103,05/12/2025,18:22,05/12/2025,23:10,04:48,WP21
104,05/12/2025,21:30,05/12/2025,22:06,00:36,WP8
105,05/12/2025,04:32,05/12/2025,05:08,00:36,WP11
106,05/12/2025,07:37,05/12/2025,14:13,06:36,"WP4, WP23"
107,05/12/2025,23:07,05/12/2025,23:43,00:36,WP7
108,05/12/2025,15:08,05/12/2025,16:44,01:36,WP16
109,05/12/2025,07:53,05/12/2025,15:41,07:48,"WP14, WP20, WP11"
110,05/12/2025,00:46,05/12/2025,09:58,09:12,"WP2, WP14, WP20, WP3"
111,05/12/2025,09:56,05/12/2025,13:56,04:00,"WP12, WP18, WP18"
112,05/12/2025,23:45,06/12/2025,01:21,01:36,WP15
113,05/12/2025,17:52,05/12/2025,19:52,02:00,"WP5, WP13"
114,05/12/2025,09:06,05/12/2025,12:42,03:36,WP22
115,05/12/2025,20:55,05/12/2025,22:07,01:12,WP3
116,05/12/2025,18:03,05/12/2025,19:39,01:36,WP17
117,05/12/2025,03:41,05/12/2025,04:53,01:12,WP9
118,05/12/2025,14:21,05/12/2025,15:09,00:48,WP1
119,05/12/2025,11:48,05/12/2025,19:36,07:48,"WP20, WP4, WP13"
120,05/12/2025,18:34,06/12/2025,12:22,17:48,"WP24, WP22, WP18, WP23, WP11, WP10"
