Aircraft (A/C) Serial Number,A/C Landing Date,A/C Landing Time,A/C departure Date,A/C departure Time,Turn Around Time,Work that needs to be carried out
101,08/02/2025,06:57,08/02/2025,18:45,11:48,"WP2, WP19, WP17, WP8, WP15"
102,08/02/2025,23:15,09/02/2025,00:03,00:48,WP1
103,08/02/2025,07:19,08/02/2025,12:07,04:48,WP21
104,08/02/2025,02:44,08/02/2025,16:20,13:36,"WP23, WP23, WP18"
105,08/02/2025,08:48,08/02/2025,18:24,09:36,"WP22, WP23"
106,08/02/2025,07:10,08/02/2025,08:22,01:12,WP9
107,08/02/2025,09:16,08/02/2025,10:52,01:36,WP17
108,08/02/2025,05:33,08/02/2025,07:09,01:36,WP18
109,08/02/2025,21:27,09/02/2025,10:03,12:36,"WP13, WP14, WP23, WP3, WP6, WP10, WP14"
110,08/02/2025,20:25,09/02/2025,11:37,15:12,"WP15, WP13, WP20, WP15, WP9, WP22"
111,08/02/2025,18:59,08/02/2025,21:59,03:00,"WP10, WP10, WP4"
112,08/02/2025,15:03,08/02/2025,15:39,00:36,WP11
113,08/02/2025,17:22,08/02/2025,18:58,01:36,WP16
114,08/02/2025,05:22,08/02/2025,05:58,00:36,WP6
115,08/02/2025,01:48,08/02/2025,07:24,05:36,"WP24, WP5"
116,08/02/2025,06:39,08/02/2025,07:15,00:36,WP7
117,08/02/2025,20:14,09/02/2025,03:50,07:36,"WP3, WP3, WP15, WP22"
118,08/02/2025,07:42,08/02/2025,08:18,00:36,WP4
119,08/02/2025,13:55,08/02/2025,16:19,02:24,"WP12, WP15"
120,08/02/2025,14:02,08/02/2025,14:50,00:48,WP5
