Aircraft (A/C) Serial Number,A/C Landing Date,A/C Landing Time,A/C departure Date,A/C departure Time,Turn Around Time,Work that needs to be carried out
101,25/06/2025,01:41,25/06/2025,02:53,01:12,WP13
102,25/06/2025,02:19,25/06/2025,07:07,04:48,WP24
103,25/06/2025,22:27,26/06/2025,13:03,14:36,"WP7, WP4, WP10, WP21, WP8, WP22, WP3, WP1, WP3"
104,25/06/2025,02:42,25/06/2025,04:54,02:12,"WP4, WP17"
105,25/06/2025,12:20,25/06/2025,15:08,02:48,"WP12, WP5, WP7, WP7"
106,25/06/2025,04:05,25/06/2025,10:41,06:36,"WP6, WP20"
107,25/06/2025,07:39,25/06/2025,21:15,13:36,"WP19, WP21, WP16"
108,25/06/2025,10:39,25/06/2025,11:51,01:12,WP10
109,25/06/2025,04:39,25/06/2025,09:27,04:48,WP21
110,25/06/2025,17:05,25/06/2025,20:53,03:48,"WP8, WP18, WP17"
111,25/06/2025,21:47,25/06/2025,22:59,01:12,WP14
112,25/06/2025,18:37,26/06/2025,03:49,09:12,"WP18, WP21, WP16, WP6, WP11"
113,25/06/2025,08:29,25/06/2025,16:05,07:36,"WP20, WP18"
114,25/06/2025,14:21,25/06/2025,19:33,05:12,"WP15, WP22"
115,25/06/2025,22:29,26/06/2025,01:05,02:36,"WP11, WP10, WP12"
116,25/06/2025,15:39,25/06/2025,22:27,06:48,"WP5, WP23"
117,25/06/2025,10:15,25/06/2025,16:15,06:00,WP23
118,25/06/2025,13:18,25/06/2025,16:54,03:36,"WP2, WP14, WP16"
119,25/06/2025,22:43,26/06/2025,00:19,01:36,WP16
120,25/06/2025,23:49,26/06/2025,01:01,01:12,WP9
