Aircraft (A/C) Serial Number,A/C Landing Date,A/C Landing Time,A/C departure Date,A/C departure Time,Turn Around Time,Work that needs to be carried out
101,06/01/2025,17:57,06/01/2025,20:09,02:12,"WP17, WP4"
102,06/01/2025,20:49,07/01/2025,11:37,14:48,"WP18, WP20, WP5, WP24, WP15"
103,06/01/2025,01:15,06/01/2025,11:39,10:24,"WP1, WP24, WP24"
104,06/01/2025,13:04,06/01/2025,19:04,06:00,"WP12, WP2, WP1, WP22"
105,06/01/2025,15:41,06/01/2025,17:05,01:24,"WP8, WP12"
106,06/01/2025,23:16,07/01/2025,00:28,01:12,WP13
107,06/01/2025,03:40,06/01/2025,08:52,05:12,"WP22, WP18"
108,06/01/2025,00:50,06/01/2025,14:50,14:00,"WP20, WP23, WP4, WP2, WP11"
109,06/01/2025,10:41,06/01/2025,11:53,01:12,WP9
110,06/01/2025,04:45,06/01/2025,10:45,06:00,WP23
111,06/01/2025,12:20,06/01/2025,14:56,02:36,"WP11, WP10, WP12"
112,06/01/2025,19:15,07/01/2025,07:39,12:24,"WP21, WP18, WP20"
113,06/01/2025,22:47,07/01/2025,00:35,01:48,"WP14, WP11"
114,06/01/2025,06:29,06/01/2025,13:41,07:12,WP19
115,06/01/2025,21:55,06/01/2025,22:31,00:36,WP4
116,06/01/2025,11:20,06/01/2025,12:32,01:12,WP3
117,06/01/2025,17:22,06/01/2025,18:10,00:48,WP2
118,06/01/2025,06:33,06/01/2025,08:09,01:36,WP15
119,06/01/2025,10:13,06/01/2025,10:49,00:36,WP7
120,06/01/2025,01:41,06/01/2025,05:05,03:24,"WP10, WP6, WP16"
